(0.103289,0)
(0.0784375,0)
(0.141883,0)
(0.16932,0)
(0.180086,0)
(0.191688,0)
(0.140695,0)
(0.146875,0)
(0.132266,0)
(0.138352,0)
(0.138883,0)
(0.120891,0)
(0.0727656,0)
(0.103984,0)
(0.111516,0)
(0.132414,0)
(0.144477,0)
(0.0898828,0)
(0.0998203,0)
(0.105508,0)
(0.0957344,0)
(0.109992,0)
(0.09625,0)
(0.10325,0)
(0.0831484,0)
(0.0483281,0)
(0.0703516,0)
(0.0750859,0)
(0.0650781,0)
(0.0668047,0)
(0.0617891,0)
(0.106609,0)
(0.165375,0)
(0.187109,0)
(0.161922,0)
(0.127531,0)
(0.0806719,0)
(0.143266,0)
(0.0742656,0)
(0.162883,0)
(0.0770156,0)
(0.0974141,0)
(0.0819375,0)
(0.0864766,0)
(0.0903047,0)
(0.059,0)
(0.0415312,0)
(0.107586,0)
(0.123188,0)
(0.102211,0)
(0.101766,0)
(0.106047,0)
(0.103969,0)
(0.0797109,0)
(0.103719,0)
(0.10643,0)
(0.111648,0)
(0.107695,0)
(0.104727,0)
(0.0929375,0)
(0.107117,0)
(0.139109,0)
(0.107359,0)
(0.0893437,0)
(0.0560234,0)
(0.0681016,0)
(0.0646328,0)
(0.0801641,0)
(0.103156,0)
(0.0842969,0)
(0.0774766,0)
(0.177477,0)
(0.178547,0)
(0.172992,0)
(0.188492,0)
(0.175867,0)
(0.108641,0)
(0.0476641,0)
(0.0705156,0)
(0.070125,0)
(0.0847266,0)
(0.086125,0)
(0.136922,0)
(0.103633,0)
(0.0519453,0)
(0.069,0)
(0.0692109,0)
(0.0443906,0)
(0.0451641,0)
(0.0656719,0)
(0.0628281,0)
(0.0424844,0)
(0.0448203,0)
(0.0531797,0)
(0.0658359,0)
(0.124695,0)
(0.0532422,0)
(0.0488906,0)
(0.0907812,0)
(0.0964766,0)
(0.0676094,0)
(0.0819609,0)
(0.0466875,0)
(0.121758,0)
(0.150344,0)
(0.123656,0)
(0.134844,0)
(0.141313,0)
(0.130172,0)
(0.137172,0)
(0.115617,0)
(0.105633,0)
(0.189102,0)
(0.198297,0)
(0.181672,0)
(0.186227,0)
(0.187312,0)
(0.188266,0)
(0.185094,0)
(0.196914,0)
(0.140937,0)
(0.0630156,0)
(0.0542266,0)
(0.1445,0)
(0.155383,0)
(0.172523,0)
(0.192992,0)
(0.197563,0)
(0.204156,0)
(0.18457,0)
(0.192711,0)
(0.151055,0)
(0.162625,0)
(0.177313,0)
(0.169055,0)
(0.191344,0)
(0.186055,0)
(0.184359,0)
(0.128523,0)
(0.0532578,0)
(0.065,0)
(0.097,0)
(0.0968828,0)
(0.169102,0)
(0.0889375,0)
(0.0509063,0)
(0.0834844,0)
(0.116898,0)
(0.108766,0)
(0.100211,0)
(0.108883,0)
(0.172695,0)
(0.19018,0)
(0.181047,0)
(0.146766,0)
(0.130664,0)
(0.128711,0)
(0.111539,0)
(0.0820703,0)
(0.104281,0)
(0.102852,0)
(0.0557266,0)
(0.177461,0)
(0.151367,0)
(0.0992344,0)
(0.0744609,0)
(0.14407,0)
(0.105703,0)
(0.113102,0)
(0.120578,0)
(0.100383,0)
(0.0656484,0)
(0.0843984,0)
(0.0994766,0)
(0.0672969,0)
(0.0910312,0)
(0.115789,0)
(0.121359,0)
(0.154273,0)
(0.102008,0)
(0.130578,0)
(0.141797,0)
(0.143547,0)
(0.146313,0)
(0.148758,0)
(0.0748438,0)
(0.0898906,0)
(0.0618203,0)
(0.0390703,0)
(0.0664141,0)
(0.0509531,0)
(0.0611641,0)
(0.0511953,0)
(0.0428984,0)
(0.0785391,0)
(0.101883,0)
(0.0980859,0)
(0.0850156,0)
(0.0538438,0)
